http://linkedgeodata.org/triplify/node1038445031	Кюрасао
http://linkedgeodata.org/triplify/node1356260631	Южный Судан
http://linkedgeodata.org/triplify/node1363947712	Франция
http://linkedgeodata.org/triplify/node1367931778	Новая Каледония
http://linkedgeodata.org/triplify/node1388794217	Питкерн
http://linkedgeodata.org/triplify/node1420871007	Ирландия
http://linkedgeodata.org/triplify/node148332300	Испания
http://linkedgeodata.org/triplify/node148874198	Андорра
http://linkedgeodata.org/triplify/node1504546320	Швейцария
http://linkedgeodata.org/triplify/node1511934680	Палау
http://linkedgeodata.org/triplify/node1529444079	Самоа
http://linkedgeodata.org/triplify/node1602889766	Остров Мэн
http://linkedgeodata.org/triplify/node1607605918	Гернси
http://linkedgeodata.org/triplify/node1640880787	Зимбабве
http://linkedgeodata.org/triplify/node1644732479	Гватемала
http://linkedgeodata.org/triplify/node1644764586	Парагвай
http://linkedgeodata.org/triplify/node1648342273	Украина
http://linkedgeodata.org/triplify/node1683325355	Германия
http://linkedgeodata.org/triplify/node1684793666	Бельгия
http://linkedgeodata.org/triplify/node1694010854	Бруней
http://linkedgeodata.org/triplify/node1696850886	Южная Осетия
http://linkedgeodata.org/triplify/node1700777271	Кыргызстан
http://linkedgeodata.org/triplify/node1708980402	Маврикий
http://linkedgeodata.org/triplify/node1770467684	Аруба
http://linkedgeodata.org/triplify/node1790048269	Монако
http://linkedgeodata.org/triplify/node1983711862	Босния и Герцеговина
http://linkedgeodata.org/triplify/node2000314677	Западная Сахара
http://linkedgeodata.org/triplify/node2000380837	Республика Косово
http://linkedgeodata.org/triplify/node2043451343	Приднестровье
http://linkedgeodata.org/triplify/node208592566	Словения
http://linkedgeodata.org/triplify/node2110225115	Палестина
http://linkedgeodata.org/triplify/node2134362766	Малайзия
http://linkedgeodata.org/triplify/node2163914205	Эфиопия
http://linkedgeodata.org/triplify/node2218147140	Южно-Африканская Республика
http://linkedgeodata.org/triplify/node246422158	Доминиканская Республика
http://linkedgeodata.org/triplify/node248120384	Новая Зеландия
http://linkedgeodata.org/triplify/node249399277	Армения
http://linkedgeodata.org/triplify/node249399280	Аргентина
http://linkedgeodata.org/triplify/node249399285	Барбадос
http://linkedgeodata.org/triplify/node249399288	Буркина-Фасо
http://linkedgeodata.org/triplify/node249399296	Багамы
http://linkedgeodata.org/triplify/node249399300	Беларусь
http://linkedgeodata.org/triplify/node249399308	Острова Кука
http://linkedgeodata.org/triplify/node249399313	Куба
http://linkedgeodata.org/triplify/node249399347	Венгрия
http://linkedgeodata.org/triplify/node249399360	Коморы
http://linkedgeodata.org/triplify/node249399362	Республика Корея
http://linkedgeodata.org/triplify/node249399364	Каймановы острова
http://linkedgeodata.org/triplify/node249399394	Малайзия
http://linkedgeodata.org/triplify/node249399402	Непал
http://linkedgeodata.org/triplify/node249399406	Перу
http://linkedgeodata.org/triplify/node249399410	Сен-Пьер и Микелон
http://linkedgeodata.org/triplify/node249399419	Саудовская Аравия
http://linkedgeodata.org/triplify/node249399429	Сан-Томе и Принсипи
http://linkedgeodata.org/triplify/node249399440	Туркмения
http://linkedgeodata.org/triplify/node249399444	Тринидад и Тобаго
http://linkedgeodata.org/triplify/node249399459	Йемен
http://linkedgeodata.org/triplify/node26036352	Филиппины
http://linkedgeodata.org/triplify/node26347360	Италия
http://linkedgeodata.org/triplify/node26847706	Афганистан
http://linkedgeodata.org/triplify/node26847709	Австрия
http://linkedgeodata.org/triplify/node269195852	Шпицберген
http://linkedgeodata.org/triplify/node281185749	Большой Кайман
http://linkedgeodata.org/triplify/node332779764	Белиз
http://linkedgeodata.org/triplify/node369137525	Сербия
http://linkedgeodata.org/triplify/node424297198	Норвегия
http://linkedgeodata.org/triplify/node424297207	Бахрейн
http://linkedgeodata.org/triplify/node424297217	Нидерланды
http://linkedgeodata.org/triplify/node424297281	Гаити
http://linkedgeodata.org/triplify/node424297384	Бенин
http://linkedgeodata.org/triplify/node424297465	Коста-Рика
http://linkedgeodata.org/triplify/node424297496	Доминика
http://linkedgeodata.org/triplify/node424297579	Гамбия
http://linkedgeodata.org/triplify/node424297586	Гвинея
http://linkedgeodata.org/triplify/node424297609	Гвинея-Бисау
http://linkedgeodata.org/triplify/node424297629	Гондурас
http://linkedgeodata.org/triplify/node424297647	Израиль
http://linkedgeodata.org/triplify/node424297742	Ливан
http://linkedgeodata.org/triplify/node424297773	Литва
http://linkedgeodata.org/triplify/node424297810	Македония
http://linkedgeodata.org/triplify/node424297816	Мали
http://linkedgeodata.org/triplify/node424297917	Науру
http://linkedgeodata.org/triplify/node424297931	Папуа — Новая Гвинея
http://linkedgeodata.org/triplify/node424297973	Судан
http://linkedgeodata.org/triplify/node424298019	Люксембург
http://linkedgeodata.org/triplify/node424298076	Чад
http://linkedgeodata.org/triplify/node424298150	Вьетнам
http://linkedgeodata.org/triplify/node424298167	Южная Африка
http://linkedgeodata.org/triplify/node424298227	Эквадор
http://linkedgeodata.org/triplify/node424298277	Сейшелы
